Building,Building_Abbreviation,Room_Type,Gender,Available_Bed_Spaces,Last_Updated
Westwood Palms Apartments,WP,2 Bd/4 Person,Male,4,2/18/2025 12:00
De Neve Plaza,DEN,Plaza Triple/Private Bath,Female,199,3/4/2025 11:01
De Neve Plaza,DEN,Plaza Triple/Private Bath,Gender Inclusive,6,3/4/2025 11:01
De Neve Plaza,DEN,Plaza Triple/Private Bath,Male,25,3/4/2025 11:01
De Neve Plaza,DEN,Plaza Triple/Private Bath,Non-Binary,0,3/4/2025 11:01
De Neve Residence Hall,DN,Deluxe Triple,Female,13,3/4/2025 11:01
De Neve Residence Hall,DN,Deluxe Triple,Gender Inclusive,3,3/4/2025 11:01
De Neve Residence Hall,DN,Deluxe Triple,Male,0,3/4/2025 11:01
Dykstra Hall,DYK,Classic Triple,Female,321,3/4/2025 11:01
Dykstra Hall,DYK,Classic Triple,Gender Inclusive,31,3/4/2025 11:01
Dykstra Hall,DYK,Classic Triple,Male,192,3/4/2025 11:01
Hedrick Hall,HED,Classic Triple,Female,542,3/4/2025 11:01
Hedrick Hall,HED,Classic Triple,Gender Inclusive,48,3/4/2025 11:01
Hedrick Hall,HED,Classic Triple,Male,357,3/4/2025 11:01
Hitch Suites,HIT,Suite Triple/Shared Bath,Female,113,3/4/2025 11:01
Hitch Suites,HIT,Suite Triple/Shared Bath,Gender Inclusive,2,3/4/2025 11:01
Hitch Suites,HIT,Suite Triple/Shared Bath,Male,0,3/4/2025 11:01
Olympic / Centennial,OC,Deluxe Triple,Female,18,3/4/2025 11:01
Olympic / Centennial,OC,Deluxe Triple,Gender Inclusive,14,3/4/2025 11:01
Olympic / Centennial,OC,Deluxe Triple,Male,0,3/4/2025 11:01
Olympic / Centennial,OC,Deluxe Triple,Non-Binary,0,3/4/2025 11:01
Rieber Hall,RIE,Classic Triple,Female,477,3/4/2025 11:01
Rieber Hall,RIE,Classic Triple,Gender Inclusive,45,3/4/2025 11:01
Rieber Hall,RIE,Classic Triple,Male,343,3/4/2025 11:01
Rieber Terrace,RT,Plaza Triple/Private Bath,Female,0,3/4/2025 11:01
Rieber Terrace,RT,Plaza Triple/Private Bath,Male,0,3/4/2025 11:01
Rieber Terrace,RT,Plaza Triple/Private Bath,Non-Binary,0,3/4/2025 11:01
Rieber Terrace,RT,Plaza Triple/Shared Bath,Female,69,3/4/2025 11:01
Rieber Terrace,RT,Plaza Triple/Shared Bath,Gender Inclusive,27,3/4/2025 11:01
Rieber Terrace,RT,Plaza Triple/Shared Bath,Male,31,3/4/2025 11:01
Rieber Vista,RV,Plaza Triple/Private Bath,Female,0,3/4/2025 11:01
Rieber Vista,RV,Plaza Triple/Private Bath,Male,0,3/4/2025 11:01
Rieber Vista,RV,Plaza Triple/Shared Bath,Female,140,3/4/2025 11:01
Rieber Vista,RV,Plaza Triple/Shared Bath,Gender Inclusive,21,3/4/2025 11:01
Rieber Vista,RV,Plaza Triple/Shared Bath,Male,107,3/4/2025 11:01
Rieber Vista,RV,Plaza Triple/Shared Bath,Non-Binary,2,3/4/2025 11:01
Saxon Suites,SAX,Suite Triple/Shared Bath,Female,19,3/4/2025 11:01
Saxon Suites,SAX,Suite Triple/Shared Bath,Gender Inclusive,0,3/4/2025 11:01
Saxon Suites,SAX,Suite Triple/Shared Bath,Male,0,3/4/2025 11:01
Sproul Landing / Cove,SLC,Deluxe Triple,Female,13,3/4/2025 11:01
Sproul Landing / Cove,SLC,Deluxe Triple,Gender Inclusive,4,3/4/2025 11:01
Sproul Landing / Cove,SLC,Deluxe Triple,Male,0,3/4/2025 11:01
Sproul Landing / Cove,SLC,Deluxe Triple,Non-Binary,0,3/4/2025 11:01
Sproul Landing / Cove,SLC,Deluxe Triple,Other,0,3/4/2025 11:01
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Female,372,3/4/2025 11:01
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Gender Inclusive,30,3/4/2025 11:01
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Male,231,3/4/2025 11:01
Sproul Hall,SPR,Classic Triple,Female,247,3/4/2025 11:01
Sproul Hall,SPR,Classic Triple,Gender Inclusive,27,3/4/2025 11:01
Sproul Hall,SPR,Classic Triple,Male,167,3/4/2025 11:01
Sproul Hall,SPR,Classic Triple,Non-Binary,0,3/4/2025 11:01
Sunset Village,SV,Plaza Triple/Private Bath,Female,130,3/4/2025 11:01
Sunset Village,SV,Plaza Triple/Private Bath,Gender Inclusive,8,3/4/2025 11:01
Sunset Village,SV,Plaza Triple/Private Bath,Male,13,3/4/2025 11:01
Sunset Village,SV,Plaza Triple/Private Bath,Non-Binary,2,3/4/2025 11:01
Sunset Village,SV,Plaza Triple/Shared Bath,Female,143,3/4/2025 11:01
Sunset Village,SV,Plaza Triple/Shared Bath,Gender Inclusive,9,3/4/2025 11:01
Sunset Village,SV,Plaza Triple/Shared Bath,Male,110,3/4/2025 11:01
Sunset Village,SV,Plaza Triple/Shared Bath,Non-Binary,5,3/4/2025 11:01
Gayley Court Apartments,GC,2 Bd/4 Person,Female,0,3/4/2025 11:01
Gayley Court Apartments,GC,2 Bd/4 Person,Gender Inclusive,0,3/4/2025 11:01
Gayley Court Apartments,GC,2 Bd/4 Person,Male,0,3/4/2025 11:01
Gayley Court Apartments,GC,2 Bd/4 Person,Non-Binary,0,3/4/2025 11:01
Gayley Heights,GH,1 Bd/3 Person,Female,0,3/4/2025 11:01
Gayley Heights,GH,1 Bd/3 Person,Gender Inclusive,0,3/4/2025 11:01
Gayley Heights,GH,1 Bd/3 Person,Male,0,3/4/2025 11:01
Gayley Heights,GH,2 Bd/5 Person-Double,Female,0,3/4/2025 11:01
Gayley Heights,GH,2 Bd/5 Person-Double,Male,0,3/4/2025 11:01
Gayley Heights,GH,2 Bd/5 Person-Triple,Female,0,3/4/2025 11:01
Gayley Heights,GH,2 Bd/5 Person-Triple,Male,0,3/4/2025 11:01
Gayley Heights,GH,2 Bd/6 Person,Female,0,3/4/2025 11:01
Gayley Heights,GH,2 Bd/6 Person,Gender Inclusive,2,3/4/2025 11:01
Gayley Heights,GH,2 Bd/6 Person,Male,0,3/4/2025 11:01
Gayley Heights,GH,2 Bd/7 Person-Quad,Female,0,3/4/2025 11:01
Gayley Heights,GH,2 Bd/7 Person-Quad,Gender Inclusive,0,3/4/2025 11:01
Gayley Heights,GH,2 Bd/7 Person-Quad,Male,0,3/4/2025 11:01
Gayley Heights,GH,2 Bd/7 Person-Triple,Female,0,3/4/2025 11:01
Gayley Heights,GH,2 Bd/7 Person-Triple,Gender Inclusive,0,3/4/2025 11:01
Gayley Heights,GH,2 Bd/7 Person-Triple,Male,0,3/4/2025 11:01
Gayley Heights,GH,3 Bd/8 Person-Double,Female,0,3/4/2025 11:01
Gayley Heights,GH,3 Bd/8 Person-Double,Male,0,3/4/2025 11:01
Gayley Heights,GH,3 Bd/8 Person-Triple,Female,0,3/4/2025 11:01
Gayley Heights,GH,3 Bd/8 Person-Triple,Male,0,3/4/2025 11:01
Gayley Heights,GH,4 Bd/10 Person-Double,Female,0,3/4/2025 11:01
Gayley Heights,GH,4 Bd/10 Person-Double,Gender Inclusive,0,3/4/2025 11:01
Gayley Heights,GH,4 Bd/10 Person-Double,Male,0,3/4/2025 11:01
Gayley Heights,GH,4 Bd/10 Person-Triple,Female,0,3/4/2025 11:01
Gayley Heights,GH,4 Bd/10 Person-Triple,Gender Inclusive,0,3/4/2025 11:01
Gayley Heights,GH,4 Bd/10 Person-Triple,Male,0,3/4/2025 11:01
Glenrock Apartments,GR,2 Bd/3 Person-Double,Female,0,3/4/2025 11:01
Glenrock Apartments,GR,2 Bd/3 Person-Double,Male,0,3/4/2025 11:01
Glenrock Apartments,GR,2 Bd/4 Person,Female,0,3/4/2025 11:01
Glenrock Apartments,GR,2 Bd/4 Person,Gender Inclusive,0,3/4/2025 11:01
Glenrock Apartments,GR,2 Bd/4 Person,Male,0,3/4/2025 11:01
Glenrock West Apartments,GW,1 Bd/3 Person,Female,0,3/4/2025 11:01
Glenrock West Apartments,GW,1 Bd/3 Person,Gender Inclusive,0,3/4/2025 11:01
Glenrock West Apartments,GW,1 Bd/3 Person,Male,0,3/4/2025 11:01
Glenrock West Apartments,GW,1 Bd/3 Person,Non-Binary,1,3/4/2025 11:01
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Female,0,3/4/2025 11:01
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Male,0,3/4/2025 11:01
Glenrock West Apartments,GW,2 Bd/4 Person,Female,0,3/4/2025 11:01
Glenrock West Apartments,GW,2 Bd/4 Person,Gender Inclusive,0,3/4/2025 11:01
Glenrock West Apartments,GW,2 Bd/4 Person,Male,0,3/4/2025 11:01
Laurel,LA,2 Bd/4 Person,Female,0,3/4/2025 11:01
Laurel,LA,2 Bd/4 Person,Gender Inclusive,0,3/4/2025 11:01
Laurel,LA,2 Bd/4 Person,Male,0,3/4/2025 11:01
Laurel,LA,2 Bd/4 Person,Non-Binary,0,3/4/2025 11:01
Laurel,LA,4 Bd/10 Person-Double,Female,0,3/4/2025 11:01
Laurel,LA,4 Bd/10 Person-Double,Gender Inclusive,0,3/4/2025 11:01
Laurel,LA,4 Bd/10 Person-Double,Male,0,3/4/2025 11:01
Laurel,LA,4 Bd/10 Person-Double,Non-Binary,0,3/4/2025 11:01
Laurel,LA,4 Bd/10 Person-Triple,Female,41,3/4/2025 11:01
Laurel,LA,4 Bd/10 Person-Triple,Gender Inclusive,0,3/4/2025 11:01
Laurel,LA,4 Bd/10 Person-Triple,Male,71,3/4/2025 11:01
Laurel,LA,4 Bd/10 Person-Triple,Non-Binary,4,3/4/2025 11:01
Landfair Apartments,LF,2 Bd/4 Person,Female,0,3/4/2025 11:01
Landfair Apartments,LF,2 Bd/4 Person,Gender Inclusive,0,3/4/2025 11:01
Landfair Apartments,LF,2 Bd/4 Person,Male,0,3/4/2025 11:01
Levering Terrace Apartments,LT,1 Bd/3 Person,Female,0,3/4/2025 11:01
Levering Terrace Apartments,LT,1 Bd/3 Person,Male,0,3/4/2025 11:01
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Female,0,3/4/2025 11:01
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Male,0,3/4/2025 11:01
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Female,0,3/4/2025 11:01
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Male,0,3/4/2025 11:01
Levering Terrace Apartments,LT,2 Bd/8 Person,Female,0,3/4/2025 11:01
Levering Terrace Apartments,LT,2 Bd/8 Person,Gender Inclusive,0,3/4/2025 11:01
Levering Terrace Apartments,LT,2 Bd/8 Person,Male,0,3/4/2025 11:01
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Female,0,3/4/2025 11:01
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Female,0,3/4/2025 11:01
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Male,0,3/4/2025 11:01
Landfair Vista Apartments,LV,2 Bd/4 Person,Female,0,3/4/2025 11:01
Landfair Vista Apartments,LV,2 Bd/4 Person,Gender Inclusive,0,3/4/2025 11:01
Landfair Vista Apartments,LV,2 Bd/4 Person,Male,0,3/4/2025 11:01
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Female,0,3/4/2025 11:01
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Male,0,3/4/2025 11:01
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Female,0,3/4/2025 11:01
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Male,0,3/4/2025 11:01
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Gender Inclusive,0,3/4/2025 11:01
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Gender Inclusive,0,3/4/2025 11:01
Landfair Vista Apartments,LV,3 Bd/6 Person,Female,0,3/4/2025 11:01
Landfair Vista Apartments,LV,3 Bd/6 Person,Male,0,3/4/2025 11:01
Palo Verde,PV,2 Bd/4 Person,Female,0,3/4/2025 11:01
Palo Verde,PV,2 Bd/4 Person,Male,0,3/4/2025 11:01
Palo Verde,PV,4 Bd/10 Person-Double,Female,0,3/4/2025 11:01
Palo Verde,PV,4 Bd/10 Person-Double,Gender Inclusive,0,3/4/2025 11:01
Palo Verde,PV,4 Bd/10 Person-Double,Male,1,3/4/2025 11:01
Palo Verde,PV,4 Bd/10 Person-Triple,Female,23,3/4/2025 11:01
Palo Verde,PV,4 Bd/10 Person-Triple,Gender Inclusive,1,3/4/2025 11:01
Palo Verde,PV,4 Bd/10 Person-Triple,Male,38,3/4/2025 11:01
Tipuana,TN,2 Bd/4 Person,Female,0,3/4/2025 11:01
Tipuana,TN,2 Bd/4 Person,Gender Inclusive,0,3/4/2025 11:01
Tipuana,TN,2 Bd/4 Person,Male,0,3/4/2025 11:01
Tipuana,TN,4 Bd/10 Person-Double,Female,0,3/4/2025 11:01
Tipuana,TN,4 Bd/10 Person-Double,Gender Inclusive,0,3/4/2025 11:01
Tipuana,TN,4 Bd/10 Person-Double,Male,0,3/4/2025 11:01
Tipuana,TN,4 Bd/10 Person-Triple,Female,47,3/4/2025 11:01
Tipuana,TN,4 Bd/10 Person-Triple,Gender Inclusive,0,3/4/2025 11:01
Tipuana,TN,4 Bd/10 Person-Triple,Male,105,3/4/2025 11:01
Westwood Chateau Apartments,WC,1 Bd/3 Person,Female,0,3/4/2025 11:01
Westwood Chateau Apartments,WC,1 Bd/3 Person,Male,0,3/4/2025 11:01
Westwood Chateau Apartments,WC,1 Bd/3 Person,Non-Binary,0,3/4/2025 11:01
Westwood Chateau Apartments,WC,2 Bd/4 Person,Female,0,3/4/2025 11:01
Westwood Chateau Apartments,WC,2 Bd/4 Person,Gender Inclusive,0,3/4/2025 11:01
Westwood Chateau Apartments,WC,2 Bd/4 Person,Male,0,3/4/2025 11:01
Westwood Palms Apartments,WP,1 Bd/3 Person,Female,0,3/4/2025 11:01
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Female,0,3/4/2025 11:01
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Gender Inclusive,0,3/4/2025 11:01
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Male,0,3/4/2025 11:01
Westwood Palms Apartments,WP,2 Bd/4 Person,Female,0,3/4/2025 11:01
Westwood Palms Apartments,WP,2 Bd/4 Person,Gender Inclusive,0,3/4/2025 11:01
Westwood Palms Apartments,WP,2 Bd/4 Person,Male,0,3/4/2025 11:01
De Neve Plaza,DEN,Plaza Triple/Private Bath,Female,696,2/19/2025 10:01
De Neve Plaza,DEN,Plaza Triple/Private Bath,Gender Inclusive,30,2/19/2025 10:01
De Neve Plaza,DEN,Plaza Triple/Private Bath,Male,421,2/19/2025 10:01
De Neve Plaza,DEN,Plaza Triple/Private Bath,Non-Binary,0,2/19/2025 10:01
De Neve Residence Hall,DN,Deluxe Triple,Female,252,2/19/2025 10:01
De Neve Residence Hall,DN,Deluxe Triple,Gender Inclusive,27,2/19/2025 10:01
De Neve Residence Hall,DN,Deluxe Triple,Male,122,2/19/2025 10:01
Dykstra Hall,DYK,Classic Triple,Female,455,2/19/2025 10:01
Dykstra Hall,DYK,Classic Triple,Gender Inclusive,36,2/19/2025 10:01
Dykstra Hall,DYK,Classic Triple,Male,260,2/19/2025 10:01
Hedrick Hall,HED,Classic Triple,Female,580,2/19/2025 10:01
Hedrick Hall,HED,Classic Triple,Gender Inclusive,48,2/19/2025 10:01
Hedrick Hall,HED,Classic Triple,Male,366,2/19/2025 10:01
Hitch Suites,HIT,Suite Triple/Shared Bath,Female,263,2/19/2025 10:01
Hitch Suites,HIT,Suite Triple/Shared Bath,Gender Inclusive,18,2/19/2025 10:01
Hitch Suites,HIT,Suite Triple/Shared Bath,Male,167,2/19/2025 10:01
Olympic / Centennial,OC,Deluxe Triple,Female,907,2/19/2025 10:01
Olympic / Centennial,OC,Deluxe Triple,Gender Inclusive,66,2/19/2025 10:01
Olympic / Centennial,OC,Deluxe Triple,Male,506,2/19/2025 10:01
Rieber Hall,RIE,Classic Triple,Female,554,2/19/2025 10:01
Rieber Hall,RIE,Classic Triple,Gender Inclusive,48,2/19/2025 10:01
Rieber Hall,RIE,Classic Triple,Male,377,2/19/2025 10:01
Rieber Terrace,RT,Plaza Triple/Private Bath,Female,3,2/19/2025 10:01
Rieber Terrace,RT,Plaza Triple/Private Bath,Male,6,2/19/2025 10:01
Rieber Terrace,RT,Plaza Triple/Private Bath,Non-Binary,1,2/19/2025 10:01
Rieber Terrace,RT,Plaza Triple/Shared Bath,Female,418,2/19/2025 10:01
Rieber Terrace,RT,Plaza Triple/Shared Bath,Gender Inclusive,36,2/19/2025 10:01
Rieber Terrace,RT,Plaza Triple/Shared Bath,Male,261,2/19/2025 10:01
Rieber Vista,RV,Plaza Triple/Private Bath,Female,0,2/19/2025 10:01
Rieber Vista,RV,Plaza Triple/Private Bath,Male,0,2/19/2025 10:01
Rieber Vista,RV,Plaza Triple/Shared Bath,Female,380,2/19/2025 10:01
Rieber Vista,RV,Plaza Triple/Shared Bath,Gender Inclusive,30,2/19/2025 10:01
Rieber Vista,RV,Plaza Triple/Shared Bath,Male,250,2/19/2025 10:01
Saxon Suites,SAX,Suite Triple/Shared Bath,Female,221,2/19/2025 10:01
Saxon Suites,SAX,Suite Triple/Shared Bath,Gender Inclusive,0,2/19/2025 10:01
Saxon Suites,SAX,Suite Triple/Shared Bath,Male,88,2/19/2025 10:01
Sproul Landing / Cove,SLC,Deluxe Triple,Female,457,2/19/2025 10:01
Sproul Landing / Cove,SLC,Deluxe Triple,Gender Inclusive,16,2/19/2025 10:01
Sproul Landing / Cove,SLC,Deluxe Triple,Male,256,2/19/2025 10:01
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Female,409,2/19/2025 10:01
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Gender Inclusive,30,2/19/2025 10:01
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Male,251,2/19/2025 10:01
Sproul Hall,SPR,Classic Triple,Female,530,2/19/2025 10:01
Sproul Hall,SPR,Classic Triple,Gender Inclusive,38,2/19/2025 10:01
Sproul Hall,SPR,Classic Triple,Male,349,2/19/2025 10:01
Sunset Village,SV,Plaza Triple/Private Bath,Female,454,2/19/2025 10:01
Sunset Village,SV,Plaza Triple/Private Bath,Gender Inclusive,30,2/19/2025 10:01
Sunset Village,SV,Plaza Triple/Private Bath,Male,282,2/19/2025 10:01
Sunset Village,SV,Plaza Triple/Private Bath,Non-Binary,2,2/19/2025 10:01
Sunset Village,SV,Plaza Triple/Shared Bath,Female,437,2/19/2025 10:01
Sunset Village,SV,Plaza Triple/Shared Bath,Gender Inclusive,36,2/19/2025 10:01
Sunset Village,SV,Plaza Triple/Shared Bath,Male,278,2/19/2025 10:01
Gayley Court Apartments,GC,2 Bd/4 Person,Female,0,2/19/2025 10:01
Gayley Court Apartments,GC,2 Bd/4 Person,Gender Inclusive,0,2/19/2025 10:01
Gayley Court Apartments,GC,2 Bd/4 Person,Male,0,2/19/2025 10:01
Gayley Court Apartments,GC,2 Bd/4 Person,Non-Binary,2,2/19/2025 10:01
Gayley Heights,GH,1 Bd/3 Person,Female,0,2/19/2025 10:01
Gayley Heights,GH,1 Bd/3 Person,Gender Inclusive,0,2/19/2025 10:01
Gayley Heights,GH,1 Bd/3 Person,Male,0,2/19/2025 10:01
Gayley Heights,GH,2 Bd/5 Person-Double,Female,0,2/19/2025 10:01
Gayley Heights,GH,2 Bd/5 Person-Double,Male,0,2/19/2025 10:01
Gayley Heights,GH,2 Bd/5 Person-Triple,Female,0,2/19/2025 10:01
Gayley Heights,GH,2 Bd/5 Person-Triple,Male,0,2/19/2025 10:01
Gayley Heights,GH,2 Bd/6 Person,Female,0,2/19/2025 10:01
Gayley Heights,GH,2 Bd/6 Person,Gender Inclusive,0,2/19/2025 10:01
Gayley Heights,GH,2 Bd/6 Person,Male,4,2/19/2025 10:01
Gayley Heights,GH,2 Bd/7 Person-Quad,Female,2,2/19/2025 10:01
Gayley Heights,GH,2 Bd/7 Person-Quad,Gender Inclusive,0,2/19/2025 10:01
Gayley Heights,GH,2 Bd/7 Person-Quad,Male,13,2/19/2025 10:01
Gayley Heights,GH,2 Bd/7 Person-Triple,Female,0,2/19/2025 10:01
Gayley Heights,GH,2 Bd/7 Person-Triple,Gender Inclusive,0,2/19/2025 10:01
Gayley Heights,GH,2 Bd/7 Person-Triple,Male,1,2/19/2025 10:01
Gayley Heights,GH,3 Bd/8 Person-Double,Female,0,2/19/2025 10:01
Gayley Heights,GH,3 Bd/8 Person-Double,Male,0,2/19/2025 10:01
Gayley Heights,GH,3 Bd/8 Person-Triple,Female,0,2/19/2025 10:01
Gayley Heights,GH,3 Bd/8 Person-Triple,Male,1,2/19/2025 10:01
Gayley Heights,GH,4 Bd/10 Person-Double,Female,0,2/19/2025 10:01
Gayley Heights,GH,4 Bd/10 Person-Double,Gender Inclusive,0,2/19/2025 10:01
Gayley Heights,GH,4 Bd/10 Person-Double,Male,0,2/19/2025 10:01
Gayley Heights,GH,4 Bd/10 Person-Triple,Female,43,2/19/2025 10:01
Gayley Heights,GH,4 Bd/10 Person-Triple,Gender Inclusive,0,2/19/2025 10:01
Gayley Heights,GH,4 Bd/10 Person-Triple,Male,27,2/19/2025 10:01
Glenrock Apartments,GR,2 Bd/3 Person-Double,Female,0,2/19/2025 10:01
Glenrock Apartments,GR,2 Bd/3 Person-Double,Male,0,2/19/2025 10:01
Glenrock Apartments,GR,2 Bd/4 Person,Female,0,2/19/2025 10:01
Glenrock Apartments,GR,2 Bd/4 Person,Gender Inclusive,0,2/19/2025 10:01
Glenrock Apartments,GR,2 Bd/4 Person,Male,0,2/19/2025 10:01
Glenrock West Apartments,GW,1 Bd/3 Person,Female,0,2/19/2025 10:01
Glenrock West Apartments,GW,1 Bd/3 Person,Gender Inclusive,0,2/19/2025 10:01
Glenrock West Apartments,GW,1 Bd/3 Person,Male,0,2/19/2025 10:01
Glenrock West Apartments,GW,1 Bd/3 Person,Non-Binary,3,2/19/2025 10:01
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Female,0,2/19/2025 10:01
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Male,0,2/19/2025 10:01
Glenrock West Apartments,GW,2 Bd/4 Person,Female,0,2/19/2025 10:01
Glenrock West Apartments,GW,2 Bd/4 Person,Gender Inclusive,0,2/19/2025 10:01
Glenrock West Apartments,GW,2 Bd/4 Person,Male,0,2/19/2025 10:01
Laurel,LA,2 Bd/4 Person,Female,0,2/19/2025 10:01
Laurel,LA,2 Bd/4 Person,Gender Inclusive,0,2/19/2025 10:01
Laurel,LA,2 Bd/4 Person,Male,0,2/19/2025 10:01
Laurel,LA,2 Bd/4 Person,Non-Binary,0,2/19/2025 10:01
Laurel,LA,4 Bd/10 Person-Double,Female,121,2/19/2025 10:01
Laurel,LA,4 Bd/10 Person-Double,Gender Inclusive,0,2/19/2025 10:01
Laurel,LA,4 Bd/10 Person-Double,Male,94,2/19/2025 10:01
Laurel,LA,4 Bd/10 Person-Triple,Female,244,2/19/2025 10:01
Laurel,LA,4 Bd/10 Person-Triple,Gender Inclusive,0,2/19/2025 10:01
Laurel,LA,4 Bd/10 Person-Triple,Male,149,2/19/2025 10:01
Landfair Apartments,LF,2 Bd/4 Person,Female,0,2/19/2025 10:01
Landfair Apartments,LF,2 Bd/4 Person,Gender Inclusive,0,2/19/2025 10:01
Landfair Apartments,LF,2 Bd/4 Person,Male,0,2/19/2025 10:01
Levering Terrace Apartments,LT,1 Bd/3 Person,Female,0,2/19/2025 10:01
Levering Terrace Apartments,LT,1 Bd/3 Person,Male,0,2/19/2025 10:01
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Female,0,2/19/2025 10:01
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Male,12,2/19/2025 10:01
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Female,0,2/19/2025 10:01
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Male,9,2/19/2025 10:01
Levering Terrace Apartments,LT,2 Bd/8 Person,Female,103,2/19/2025 10:01
Levering Terrace Apartments,LT,2 Bd/8 Person,Gender Inclusive,0,2/19/2025 10:01
Levering Terrace Apartments,LT,2 Bd/8 Person,Male,59,2/19/2025 10:01
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Female,0,2/19/2025 10:01
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Female,0,2/19/2025 10:01
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Male,0,2/19/2025 10:01
Landfair Vista Apartments,LV,2 Bd/4 Person,Female,0,2/19/2025 10:01
Landfair Vista Apartments,LV,2 Bd/4 Person,Gender Inclusive,0,2/19/2025 10:01
Landfair Vista Apartments,LV,2 Bd/4 Person,Male,0,2/19/2025 10:01
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Female,0,2/19/2025 10:01
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Male,0,2/19/2025 10:01
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Female,0,2/19/2025 10:01
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Male,0,2/19/2025 10:01
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Gender Inclusive,0,2/19/2025 10:01
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Gender Inclusive,0,2/19/2025 10:01
Landfair Vista Apartments,LV,3 Bd/6 Person,Female,0,2/19/2025 10:01
Landfair Vista Apartments,LV,3 Bd/6 Person,Male,0,2/19/2025 10:01
Palo Verde,PV,2 Bd/4 Person,Female,0,2/19/2025 10:01
Palo Verde,PV,2 Bd/4 Person,Male,0,2/19/2025 10:01
Palo Verde,PV,4 Bd/10 Person-Double,Female,75,2/19/2025 10:01
Palo Verde,PV,4 Bd/10 Person-Double,Gender Inclusive,0,2/19/2025 10:01
Palo Verde,PV,4 Bd/10 Person-Double,Male,49,2/19/2025 10:01
Palo Verde,PV,4 Bd/10 Person-Triple,Female,140,2/19/2025 10:01
Palo Verde,PV,4 Bd/10 Person-Triple,Gender Inclusive,1,2/19/2025 10:01
Palo Verde,PV,4 Bd/10 Person-Triple,Male,76,2/19/2025 10:01
Tipuana,TN,2 Bd/4 Person,Female,0,2/19/2025 10:01
Tipuana,TN,2 Bd/4 Person,Gender Inclusive,0,2/19/2025 10:01
Tipuana,TN,2 Bd/4 Person,Male,0,2/19/2025 10:01
Tipuana,TN,4 Bd/10 Person-Double,Female,122,2/19/2025 10:01
Tipuana,TN,4 Bd/10 Person-Double,Gender Inclusive,0,2/19/2025 10:01
Tipuana,TN,4 Bd/10 Person-Double,Male,112,2/19/2025 10:01
Tipuana,TN,4 Bd/10 Person-Triple,Female,285,2/19/2025 10:01
Tipuana,TN,4 Bd/10 Person-Triple,Gender Inclusive,0,2/19/2025 10:01
Tipuana,TN,4 Bd/10 Person-Triple,Male,178,2/19/2025 10:01
Westwood Chateau Apartments,WC,1 Bd/3 Person,Female,0,2/19/2025 10:01
Westwood Chateau Apartments,WC,1 Bd/3 Person,Male,0,2/19/2025 10:01
Westwood Chateau Apartments,WC,1 Bd/3 Person,Non-Binary,0,2/19/2025 10:01
Westwood Chateau Apartments,WC,2 Bd/4 Person,Female,0,2/19/2025 10:01
Westwood Chateau Apartments,WC,2 Bd/4 Person,Gender Inclusive,0,2/19/2025 10:01
Westwood Chateau Apartments,WC,2 Bd/4 Person,Male,0,2/19/2025 10:01
Westwood Palms Apartments,WP,1 Bd/3 Person,Female,0,2/19/2025 10:01
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Female,0,2/19/2025 10:01
